Precipitation_mm_hr,Stream_Discharge_mm_hr,Evapotranspiration_mm_hr,Soil_mm,Snow_mm,Air_Temperature_celsius,streamflow_cfs,Air_Pressure,Relative_Humidity,Wind_Speed,Wind_Direction,Solar_Radiation
0,2,0,93,53,43,2,86,65,6,51,0
5,2,0,93,54,39,2,88,115,7,56,0
8,2,0,93,55,38,2,86,119,0,37,0
0,2,0,93,55,39,2,84,120,3,51,0
2,2,0,93,56,40,2,83,121,1,61,0
8,2,0,92,57,40,2,83,121,0,70,0
13,2,0,92,58,40,2,83,123,0,100,0
13,1,0,93,61,41,1,82,123,0,49,0
13,1,0,93,63,41,1,81,123,7,75,2
10,2,0,93,65,42,2,80,121,3,75,5
10,2,0,92,67,43,2,78,119,4,56,6
11,2,1,93,68,44,2,76,120,4,58,8
11,2,0,93,70,46,2,74,122,2,65,7
8,2,0,93,72,47,2,71,116,2,37,7
4,2,0,93,73,47,2,68,118,3,44,5
0,2,0,92,75,48,2,66,119,13,68,4
0,2,0,93,75,47,2,64,123,21,70,2
0,2,0,93,77,47,2,61,124,27,72,1
0,2,0,93,79,47,2,60,127,40,23,0
0,2,0,93,82,46,2,57,126,71,16,0
0,2,0,92,84,45,2,56,124,58,59,0
0,2,0,93,85,44,2,55,116,54,65,0
0,2,0,93,85,44,2,56,118,68,63,0
0,2,0,92,85,41,2,56,118,78,62,0
0,2,0,92,85,39,2,58,117,80,64,0
1,2,0,93,85,37,2,59,116,58,66,0
2,2,0,92,85,36,2,61,115,68,63,0
2,2,0,92,85,35,2,65,112,63,61,0
2,2,0,92,86,33,2,67,109,49,62,0
3,2,0,92,86,33,2,71,108,45,65,0
3,2,0,92,86,32,2,74,105,37,65,0
5,2,0,92,86,32,2,76,97,46,61,10
7,2,2,92,86,35,2,78,84,54,67,29
127,2,7,92,86,41,2,81,61,56,62,70
0,2,11,92,86,46,2,83,48,55,62,87
0,2,13,92,86,48,2,84,37,43,64,98
0,2,15,93,87,52,2,85,33,51,60,101
0,2,15,92,87,54,2,85,32,57,63,97
0,2,13,92,87,54,2,86,28,45,62,85
0,2,5,92,87,54,2,87,38,46,69,33
0,2,1,92,88,54,2,88,40,38,69,8
0,2,0,92,88,52,2,89,46,13,63,3
0,2,0,92,88,51,2,92,61,14,52,0
0,2,0,92,88,46,2,94,84,21,24,0
0,1,0,93,88,44,1,97,84,22,31,0
0,1,0,92,88,44,1,98,85,21,35,0
0,1,0,92,88,41,1,99,87,23,58,0
0,1,0,92,88,42,1,98,82,23,24,0
0,1,0,92,88,40,1,99,88,25,8,0
0,1,0,92,89,40,1,100,89,25,17,0
0,1,0,92,89,39,1,101,87,27,9,0
0,1,0,92,89,38,1,102,85,22,8,0
0,1,0,92,89,37,1,103,89,22,27,0
0,1,0,92,89,37,1,103,89,18,18,0
0,1,0,92,89,38,1,105,83,24,39,1
0,1,1,92,90,39,1,105,89,10,33,11
0,1,3,92,90,46,1,106,50,15,56,27
0,1,9,92,90,50,1,105,37,26,69,63
0,1,11,92,90,54,1,105,30,29,63,71
0,1,15,92,90,58,1,105,32,43,68,88
0,1,17,92,90,59,1,104,23,43,72,97
0,1,18,92,90,60,1,103,25,48,73,95
0,1,16,92,90,61,1,102,22,41,72,82
0,2,6,92,90,61,2,101,27,40,81,32
0,2,3,92,90,62,2,100,31,30,83,16
0,2,2,91,90,61,2,100,30,18,89,9
0,2,0,91,90,59,2,100,44,11,85,1
0,2,0,91,91,55,2,100,39,22,26,0
0,2,0,92,91,52,2,100,63,27,10,0
0,2,0,91,90,50,2,100,74,30,8,0
0,2,0,93,90,49,2,99,79,31,8,0
0,2,0,92,89,49,2,97,76,27,17,0
0,2,0,92,89,48,2,96,72,24,27,0
0,2,0,92,89,47,2,94,74,28,9,0
0,2,0,92,89,46,2,94,73,29,8,0
0,1,0,91,89,46,1,92,75,27,9,0
0,1,0,92,89,48,1,92,67,25,19,0
0,1,0,91,88,49,1,92,74,15,49,0
0,1,0,91,88,50,1,92,68,11,56,0
0,1,1,91,88,53,1,92,73,6,49,8
0,1,6,92,89,59,1,90,26,19,63,36
0,1,11,91,89,64,1,89,34,19,58,54
0,1,16,91,89,67,1,89,38,23,65,72
0,1,7,91,89,67,1,88,55,20,63,31
0,1,8,91,88,66,1,86,67,20,69,37
0,2,6,91,87,67,2,84,81,15,51,26
0,2,4,92,86,64,2,85,113,11,62,19
0,2,1,91,86,62,2,85,121,9,63,8
0,2,2,91,86,61,2,84,124,4,50,11
0,2,0,91,86,59,2,84,127,5,64,2
0,2,0,91,85,58,2,83,127,4,53,0
0,2,0,91,85,57,2,82,127,14,17,0
0,2,0,91,86,57,2,81,127,14,21,0
0,2,0,91,86,57,2,81,127,16,7,0
0,2,0,91,86,57,2,81,127,15,31,0
0,2,0,91,86,57,2,80,127,13,20,0
0,2,0,91,86,57,2,78,127,11,8,0
0,2,0,91,86,58,2,77,127,12,45,0
0,2,0,91,85,58,2,77,127,9,39,0
0,2,0,92,85,56,2,74,127,20,26,0
0,2,0,91,84,57,2,76,127,5,53,0
0,2,0,91,84,57,2,76,127,4,25,0
0,2,0,91,84,56,2,77,127,4,70,0
0,2,1,91,84,57,2,78,127,8,61,6
0,2,4,91,84,59,2,78,127,8,66,26
0,2,3,91,84,61,2,77,122,9,70,16
0,2,1,91,84,60,2,77,127,13,8,8
0,2,1,91,84,61,2,77,126,4,51,9
1,2,1,91,84,61,2,77,127,12,32,8
3,2,2,91,84,63,2,76,127,19,39,11
0,2,2,91,84,62,2,74,127,19,35,14
0,3,3,91,83,65,3,73,127,18,39,15
5,3,0,91,83,62,3,74,127,20,32,4
3,4,0,91,83,62,4,77,127,27,38,3
4,5,0,91,83,61,5,77,127,34,10,0
2,6,0,91,83,62,6,76,127,36,12,0
0,7,0,91,82,62,7,75,127,38,8,0
0,8,0,91,82,62,8,74,127,39,8,0
0,8,0,91,82,63,8,74,127,28,21,0
2,8,0,91,82,63,8,74,127,31,8,0
0,8,0,91,82,61,8,73,127,32,8,0
0,8,0,92,82,62,8,72,127,38,8,0
0,9,0,92,80,62,9,72,127,33,10,0
3,9,0,92,80,64,9,70,127,39,12,0
3,10,0,92,80,62,10,69,127,29,7,0
9,12,0,93,81,63,12,70,127,27,26,0
5,17,0,93,80,61,17,70,127,28,21,0
1,19,0,93,80,61,19,68,127,35,11,1
2,20,0,93,80,63,20,70,127,21,30,4
0,20,3,94,79,64,20,67,127,25,33,14
0,21,3,94,79,63,21,68,127,27,27,15
0,21,5,95,78,65,21,65,121,25,38,24
0,20,3,95,78,65,20,64,122,24,31,15
0,20,2,96,77,66,20,64,120,14,56,13
0,19,3,96,77,65,19,64,120,30,27,15
0,18,6,96,76,66,18,61,115,29,22,31
0,18,2,96,76,63,18,60,119,27,22,11
0,17,0,97,76,62,17,62,123,18,37,4
0,17,0,97,76,62,17,61,126,18,58,0
0,16,0,96,76,60,16,59,126,19,46,0
1,16,0,97,76,60,16,60,127,13,41,0
2,16,0,97,76,59,16,60,127,41,22,0
0,16,0,97,76,60,16,58,126,59,21,0
0,16,0,97,76,61,16,57,121,67,21,0
0,16,0,97,76,59,16,57,119,60,37,0
0,15,0,97,76,59,15,55,99,46,65,0
0,15,0,97,76,58,15,54,109,45,47,0
0,14,0,97,76,58,14,50,103,44,73,0
0,13,0,97,76,57,13,50,98,47,66,0
0,13,0,97,76,57,13,49,98,44,67,0
0,12,0,97,76,56,12,48,101,64,61,1
0,11,1,97,76,56,11,49,98,71,70,5
0,11,2,97,75,57,11,46,96,67,63,13
0,11,2,97,75,57,11,45,95,63,64,15
0,10,3,97,75,58,10,44,90,64,69,19
0,10,6,97,74,60,10,41,72,73,63,33
0,9,10,97,74,63,9,41,57,77,67,48
0,9,13,97,74,64,9,38,49,89,64,65
0,9,11,97,74,64,9,37,53,81,67,56
0,9,7,97,74,64,9,37,62,92,71,34
0,9,4,97,74,62,9,36,65,94,71,19
0,9,1,96,74,61,9,37,63,76,71,8
0,9,0,96,75,59,9,37,66,84,66,1
0,8,0,96,75,59,8,38,68,76,66,0
0,8,0,96,75,57,8,39,75,65,68,0
0,8,0,96,75,55,8,40,77,92,67,0
0,8,0,96,75,55,8,40,73,95,72,0
0,7,0,96,75,54,7,41,75,101,76,0
0,7,0,96,75,54,7,40,77,94,76,0
0,7,0,96,75,53,7,40,78,93,73,0
0,7,0,96,75,52,7,40,82,56,74,0
0,7,0,96,75,52,7,40,85,52,70,0
0,6,0,96,75,51,6,40,88,68,67,0
0,6,0,96,75,51,6,41,86,60,66,0
0,6,0,96,75,50,6,42,89,46,60,1
0,6,3,95,74,51,6,43,77,46,52,19
0,6,9,95,73,52,6,43,68,44,69,64
0,6,15,96,73,56,6,44,57,37,58,93
0,6,18,95,73,57,6,45,55,38,42,109
0,6,22,95,73,62,6,45,54,37,53,112
0,6,18,95,73,60,6,45,62,53,73,97
0,6,19,95,73,62,6,45,43,46,60,99
0,7,17,95,73,62,7,44,47,45,55,86
0,8,6,95,72,64,8,43,44,34,63,28
0,8,2,95,72,64,8,43,48,27,61,8
0,8,0,95,72,63,8,43,47,32,60,2
0,8,0,95,72,60,8,45,61,24,44,0
0,7,0,95,72,60,7,46,52,39,57,0
0,7,0,95,73,56,7,48,76,35,62,0
0,7,0,95,73,54,7,49,83,22,64,0
0,7,0,96,73,54,7,49,73,15,58,0
0,6,0,96,73,52,6,49,85,20,60,0
0,6,0,96,72,52,6,50,87,20,64,0
0,6,0,95,72,54,6,49,75,16,64,0
0,6,0,95,72,52,6,49,87,22,71,0
0,6,0,95,72,52,6,50,78,33,67,0
0,6,0,95,72,54,6,51,61,34,64,0
0,5,0,95,72,54,5,52,70,32,66,0
0,5,0,95,72,53,5,53,76,21,70,0
0,5,2,95,72,54,5,55,78,22,70,12
0,5,3,95,71,56,5,56,71,35,69,20
0,5,8,95,71,59,5,56,56,40,66,43
0,5,16,95,71,61,5,57,52,40,61,83
0,5,15,95,71,63,5,57,54,48,68,74
0,5,17,95,71,64,5,57,48,47,63,83
0,5,20,95,71,66,5,58,40,49,59,92
0,5,15,94,71,66,5,58,44,47,55,69
0,6,7,95,70,67,6,57,41,43,54,30
0,6,2,95,69,68,6,58,44,37,53,9
0,6,1,94,69,68,6,59,44,27,52,2
0,6,0,95,69,64,6,60,66,26,26,0
0,6,0,94,69,59,6,61,90,34,7,0
0,6,0,94,69,57,6,63,92,39,9,0
0,6,0,94,69,57,6,64,88,38,49,0
0,6,0,95,69,58,6,65,81,35,71,0
0,5,0,94,69,61,5,66,75,30,49,0
0,5,0,94,69,55,5,67,96,31,17,0
0,5,0,94,69,54,5,67,96,36,6,0
0,5,0,94,69,53,5,69,104,24,7,0
0,5,0,94,69,54,5,69,103,27,7,0
0,5,0,94,69,53,5,69,99,19,10,0
0,5,0,94,68,54,5,70,102,27,8,0
0,5,0,94,68,55,5,71,99,17,36,2
0,5,1,94,68,56,5,72,104,6,49,6
0,5,4,94,66,61,5,71,63,18,83,22
0,4,8,94,67,64,4,71,61,28,70,38
0,4,12,94,67,66,4,70,61,41,77,56
0,4,21,94,67,72,4,69,58,46,84,83
0,5,16,94,67,72,5,67,53,48,75,63
0,6,23,94,67,74,6,65,39,41,74,84
0,7,21,94,66,75,7,63,41,38,75,76
0,8,11,94,65,77,8,61,43,30,66,38
0,9,7,94,64,77,9,61,47,29,56,25
0,9,2,94,64,75,9,62,54,15,37,7
0,9,0,94,64,68,9,63,85,36,9,1
0,9,0,94,64,67,9,64,88,32,48,0
0,8,0,94,63,66,8,67,78,35,70,0
0,8,0,95,62,64,8,69,82,15,66,0
0,8,0,94,62,61,8,69,91,23,69,0
0,8,0,95,62,60,8,68,98,24,53,0
0,7,0,95,62,59,7,69,100,12,66,0
0,7,0,95,62,58,7,69,102,23,29,0
0,7,0,95,64,56,7,70,107,31,13,0
0,7,0,95,64,54,7,70,115,21,23,0
0,7,0,95,64,53,7,71,114,22,13,0
0,6,0,95,64,52,6,72,116,12,20,0
0,6,0,95,64,53,6,73,115,14,25,2
0,6,2,95,63,55,6,73,103,16,59,17
0,6,9,95,62,59,6,74,86,28,65,52
0,6,15,95,63,64,6,75,61,30,69,73
0,6,21,95,63,69,6,74,56,37,61,89
0,6,24,95,63,71,6,72,52,33,66,96
0,6,31,95,62,78,6,71,47,46,77,106
0,7,28,95,61,76,7,69,44,47,76,97
0,8,23,95,59,75,8,68,35,43,73,84
0,9,9,95,58,74,9,67,37,40,83,34
0,9,5,95,57,74,9,67,41,39,86,20
0,9,3,95,57,72,9,65,49,36,81,10
0,9,0,95,56,68,9,68,61,30,87,0
0,9,0,95,56,65,9,68,68,16,96,0
0,9,0,95,55,63,9,68,75,15,92,0
0,8,0,95,55,62,8,70,73,14,89,0
0,8,0,95,55,61,8,70,74,12,88,0
0,8,0,95,55,60,8,70,68,13,55,0
0,7,0,95,55,57,7,69,90,12,45,0
0,7,0,95,55,59,7,69,81,12,34,0
0,7,0,95,55,57,7,67,97,11,25,0
0,7,0,95,55,58,7,66,77,6,30,0
0,7,0,95,56,58,7,66,95,9,36,0
0,6,0,95,56,58,6,66,67,12,93,0
0,6,0,95,56,59,6,67,61,15,97,2
0,6,2,95,56,61,6,67,61,26,84,10
0,6,3,95,55,62,6,67,66,43,73,16
0,6,4,95,56,62,6,67,61,45,82,20
0,6,4,95,56,59,6,68,78,36,77,22
0,6,3,95,56,58,6,67,84,47,84,19
0,5,2,95,56,59,5,68,88,49,91,14
0,5,1,95,56,57,5,67,99,54,89,7
0,5,1,95,56,57,5,66,100,61,90,8
0,5,1,95,56,57,5,62,103,44,82,10
0,5,0,95,56,56,5,61,108,58,78,4
0,5,0,95,56,56,5,62,95,67,82,1
0,5,0,95,57,54,5,60,105,54,82,0
0,5,0,96,57,54,5,59,121,53,84,0
0,5,0,95,58,55,5,60,105,73,82,0
0,5,0,95,58,52,5,59,125,77,89,0
0,5,0,95,59,52,5,58,124,70,87,0
0,5,0,95,60,51,5,57,127,81,83,0
0,5,0,95,60,53,5,54,120,84,94,0
0,5,0,95,60,53,5,54,111,49,84,0
0,5,0,95,61,50,5,54,123,31,77,0
0,5,0,95,63,50,5,54,126,43,85,0
0,5,0,95,64,49,5,54,127,52,79,0
0,5,0,95,65,50,5,54,124,70,86,0
0,4,0,95,66,50,4,54,118,65,64,1
0,4,0,94,66,50,4,54,110,67,70,2
0,4,0,95,66,51,4,54,106,76,74,5
0,4,0,95,66,52,4,54,98,79,75,12
0,4,0,95,67,52,4,54,95,61,66,9
0,4,0,95,67,50,4,54,108,56,60,6
0,4,0,94,67,50,4,54,120,36,72,6
0,4,0,95,68,50,4,54,122,42,71,6
0,4,2,94,69,52,4,35,116,30,66,18
0,4,3,95,70,53,4,34,110,37,69,22
0,4,1,95,70,53,4,34,109,32,72,11
0,4,0,94,70,52,4,34,116,33,76,4
0,4,0,94,70,53,4,34,110,29,70,0
0,4,0,94,70,53,4,34,112,25,78,0
0,4,0,94,70,53,4,35,116,16,43,0
0,4,0,94,71,52,4,34,122,18,39,0
0,4,0,94,71,52,4,34,119,21,37,0
0,3,0,94,72,51,3,33,118,19,32,0
0,3,0,94,72,52,3,32,116,15,28,0
0,3,0,94,72,52,3,32,116,7,21,0
0,3,0,94,72,52,3,32,124,8,17,0
0,3,0,94,72,51,3,32,125,7,10,0
0,3,0,94,72,51,3,32,126,1,25,0
0,3,0,94,72,51,3,32,126,3,40,0
0,3,0,94,72,51,3,33,122,7,44,0
0,3,0,94,72,52,3,33,118,17,70,5
0,3,3,94,72,55,3,33,102,20,60,20
0,3,4,94,72,56,3,33,94,25,57,28
0,3,8,94,72,57,3,34,86,31,66,50
0,3,6,94,73,59,3,34,89,32,65,36
0,3,9,94,73,60,3,34,75,41,62,48
0,3,9,94,73,61,3,35,84,37,62,50
0,3,6,94,73,60,3,35,88,49,67,35
0,3,4,93,73,60,3,36,95,42,65,25
0,3,2,94,73,59,3,37,101,36,60,12
0,3,1,94,73,59,3,38,107,42,63,5
0,3,0,93,73,57,3,40,113,28,59,1
0,3,0,94,73,57,3,41,112,35,63,0
0,3,0,94,74,56,3,42,115,38,62,0
0,3,0,93,74,55,3,43,116,31,54,0
0,3,0,94,74,54,3,43,116,34,61,0
0,3,0,94,74,53,3,44,119,36,64,0
0,3,0,94,74,53,3,44,115,28,61,0
0,3,0,94,74,52,3,44,116,31,67,0
0,3,0,93,74,52,3,45,115,27,70,0
0,3,0,93,74,52,3,45,113,35,69,0
0,3,0,93,74,51,3,47,113,37,69,0
0,3,0,93,74,51,3,48,114,32,66,0
0,3,0,94,74,51,3,49,112,35,70,3
0,3,2,93,74,52,3,50,109,35,65,14
0,3,3,93,74,54,3,51,100,39,64,20
0,3,4,93,74,55,3,52,97,40,57,25
0,3,4,93,75,56,3,53,97,41,71,27
0,3,6,93,75,57,3,53,90,49,61,37
0,3,16,93,75,60,3,54,75,48,56,87
0,3,13,94,75,62,3,55,71,46,67,69
0,3,9,93,75,61,3,56,89,45,65,46
0,3,7,93,75,61,3,56,91,47,67,41
0,3,2,93,75,59,3,57,103,37,54,16
0,3,1,93,75,58,3,59,108,35,60,8
0,3,0,93,75,57,3,60,113,31,62,2
0,3,0,93,75,57,3,61,112,28,74,0
0,3,0,94,75,56,3,62,115,22,71,0
0,3,0,93,75,56,3,63,113,22,56,0
0,3,0,93,75,55,3,64,116,18,57,0
0,3,0,93,75,54,3,64,116,13,59,0
0,3,0,93,75,54,3,65,114,16,71,0
0,3,0,93,75,53,3,65,116,22,51,0
0,3,0,93,75,53,3,66,109,9,57,0
0,3,0,93,75,50,3,66,116,17,48,0
0,3,0,93,75,52,3,66,110,18,64,0
0,3,0,93,75,52,3,67,112,24,62,0
0,3,0,93,75,53,3,69,112,31,61,2
0,2,2,93,75,53,2,71,106,38,64,17
0,2,5,94,75,55,2,71,96,34,57,36
0,2,10,93,75,59,2,71,85,43,63,59
0,2,18,93,75,62,2,71,71,40,51,95
0,3,22,93,75,65,3,72,71,40,51,106
0,3,25,93,74,69,3,72,67,47,65,109
0,5,27,93,74,70,5,72,51,44,54,115
0,7,23,93,73,72,7,72,54,46,60,92
0,8,12,93,72,73,8,72,55,49,72,44
0,8,2,93,71,71,8,72,49,34,69,9
0,8,1,93,71,71,8,72,50,22,71,3
0,8,0,93,71,67,8,73,67,17,44,1
0,7,0,93,70,66,7,73,60,27,88,0
0,7,0,93,70,65,7,73,62,22,63,0
0,6,0,93,69,62,6,74,77,25,50,0
0,6,0,92,70,60,6,75,86,27,63,0
0,6,0,93,71,60,6,75,86,29,50,0
0,6,0,93,71,58,6,76,97,30,37,0
0,5,0,92,71,57,5,76,101,33,52,0
0,5,0,93,71,62,5,76,89,30,71,0
0,5,0,93,71,64,5,76,87,31,41,0
0,5,0,93,71,58,5,76,100,33,32,0
0,5,0,93,71,58,5,76,102,33,16,0
0,4,0,92,71,58,4,76,100,32,32,1
0,4,5,93,71,70,4,76,66,28,43,21
0,4,15,93,71,75,4,76,42,38,57,55
0,4,24,93,71,79,4,76,36,45,55,76
0,4,31,93,71,81,4,75,29,45,60,93
0,5,41,93,71,88,5,75,30,50,61,103
0,5,42,93,70,88,5,73,20,48,67,106
0,7,44,93,68,91,7,72,22,46,59,102
0,8,21,92,66,88,8,71,16,37,61,53
0,8,7,92,65,84,8,70,28,22,57,19
0,8,6,93,65,85,8,69,18,30,66,15
0,8,3,93,64,83,8,70,24,26,69,7
0,7,1,93,63,79,7,70,35,31,38,2
0,7,0,93,63,70,7,70,62,31,26,0
0,7,0,93,63,69,7,71,66,32,24,0
0,7,0,93,63,68,7,70,73,33,18,0
0,7,0,93,63,68,7,70,71,40,11,0
0,7,0,93,63,69,7,71,66,34,14,0
0,6,0,93,63,69,6,71,69,33,11,0
0,6,0,93,62,67,6,71,72,40,11,0
0,6,0,94,62,67,6,71,77,42,10,0
0,6,0,93,62,66,6,70,76,39,10,0
0,6,0,93,62,65,6,70,78,37,10,0
0,6,0,94,61,64,6,70,85,36,9,0
0,6,0,93,61,64,6,72,80,33,11,2
0,6,2,93,61,67,6,73,77,21,21,9
0,5,4,94,61,73,5,73,65,11,48,17
0,5,9,94,61,79,5,73,34,36,49,28
0,5,35,94,61,86,5,72,25,38,60,93
0,5,42,94,60,89,5,71,13,41,64,103
0,5,51,94,59,95,5,71,13,45,53,107
0,6,47,94,57,94,6,71,14,46,48,101
0,7,41,94,54,94,7,70,9,36,47,88
0,7,31,94,53,94,7,69,13,35,63,65
0,8,6,94,51,92,8,69,17,18,60,13
0,8,3,95,50,90,8,70,27,19,50,6
0,8,1,95,49,82,8,71,40,18,63,1
0,8,0,95,48,78,8,73,52,15,85,0
0,8,0,95,48,73,8,75,62,12,93,0
0,8,0,95,47,67,8,77,70,16,43,0
0,7,0,95,47,64,7,77,80,29,12,0
0,7,0,95,48,63,7,78,83,24,16,0
0,7,0,95,49,61,7,79,87,26,12,0
0,7,0,96,49,60,7,78,79,30,11,0
0,6,0,95,49,60,6,78,80,28,10,0
0,6,0,96,49,60,6,78,78,25,12,0
0,6,0,96,49,62,6,77,79,22,21,0
0,6,0,96,49,60,6,78,81,9,36,0
0,6,0,95,49,62,6,80,80,8,39,1
0,6,0,96,49,59,6,81,123,11,21,2
0,6,1,96,49,62,6,79,123,12,28,8
0,5,5,96,49,65,5,79,88,16,78,25
0,6,1,96,50,63,6,78,118,12,58,6
0,6,0,95,50,62,6,80,123,14,73,4
0,6,3,95,50,63,6,78,113,21,77,16
0,6,2,95,49,63,6,79,119,23,83,13
0,7,1,95,49,63,7,79,120,6,79,7
0,7,0,95,49,62,7,79,122,2,66,4
0,8,0,96,49,63,8,78,122,5,59,3
0,9,0,96,47,63,9,78,127,7,31,2
0,10,0,96,46,64,10,78,127,12,22,0
0,10,0,96,46,63,10,78,127,11,12,0
0,10,0,96,46,64,10,79,127,2,35,0
0,10,0,96,46,63,10,79,127,5,57,0
0,9,0,97,46,63,9,79,127,15,9,0
0,9,0,96,46,64,9,79,127,12,11,0
0,9,0,96,46,65,9,78,127,9,29,0
0,8,0,97,46,65,8,78,127,4,64,0
0,8,0,97,45,63,8,77,127,2,56,0
0,8,0,97,45,63,8,76,127,2,62,0
0,8,0,96,45,64,8,75,127,2,58,0
0,7,0,96,45,64,7,75,127,0,69,0
0,7,0,97,44,64,7,75,127,1,55,1
0,7,0,96,44,65,7,76,127,4,43,2
0,7,0,97,43,65,7,76,127,6,60,4
0,7,0,97,43,65,7,75,127,4,54,4
0,7,0,97,43,65,7,75,127,7,64,2
0,7,1,97,43,66,7,76,127,8,43,5
0,7,1,97,43,66,7,75,127,2,43,6
0,8,2,97,43,67,8,73,127,9,69,9
0,9,1,98,43,67,9,72,127,10,69,4
0,9,0,97,42,68,9,71,127,1,64,3
0,10,1,98,41,69,10,71,127,10,78,5
0,10,0,98,41,69,10,70,127,11,92,1
0,10,0,98,40,69,10,68,127,7,92,0
0,11,0,99,40,69,11,68,127,29,87,0
0,11,0,99,40,69,11,68,127,23,87,0
0,11,0,99,39,70,11,67,127,19,96,0
0,11,0,99,39,71,11,65,127,32,90,0
0,12,0,99,38,71,12,64,127,33,90,0
0,13,0,99,38,71,13,62,127,32,97,0
0,14,0,99,38,73,14,59,127,33,93,0
0,16,0,100,37,74,16,57,127,30,81,0
0,18,0,100,36,73,18,55,127,37,92,0
0,19,0,101,35,75,19,52,127,44,93,0
0,25,0,101,35,76,25,49,127,49,95,0
0,47,0,102,34,76,47,48,127,49,96,0
0,61,0,103,33,77,61,44,127,51,96,1
0,64,1,105,31,78,64,42,127,53,93,3
0,78,1,106,31,79,78,40,127,53,89,4
0,85,1,108,29,81,85,37,127,65,92,4
0,90,2,108,28,82,90,34,127,54,91,7
0,86,2,109,26,83,86,32,127,66,95,6
0,84,2,109,25,83,84,30,127,55,92,6
0,91,1,109,23,83,91,28,127,60,94,5
0,122,0,109,21,83,122,26,127,60,88,2
0,127,0,110,20,82,127,24,127,59,89,1
0,120,0,110,18,81,120,23,127,63,88,0
0,115,0,111,17,80,115,24,127,44,83,0
0,97,0,110,16,79,97,26,127,57,80,0
0,77,0,111,16,76,77,29,127,43,75,0
0,64,0,110,15,75,64,31,124,25,85,0
0,54,0,110,14,75,54,32,127,35,88,0
0,47,0,110,14,73,47,33,126,33,85,0
0,41,0,110,14,72,41,33,127,29,86,0
0,37,0,109,13,71,37,33,127,31,79,0
0,33,0,109,12,71,33,33,125,39,77,0
0,30,0,109,12,69,30,32,127,38,82,0
0,27,0,109,12,69,27,32,127,41,82,0
0,25,0,108,12,68,25,31,127,38,79,0
0,23,0,108,12,68,23,32,127,42,83,0
0,22,0,107,12,69,22,31,127,31,79,3
0,21,1,108,12,68,21,31,127,30,70,8
0,19,4,107,12,67,19,31,111,31,62,19
0,18,7,107,12,68,18,32,110,23,60,33
0,17,11,107,12,73,17,31,93,33,64,44
0,16,18,107,12,75,16,31,66,46,68,67
0,16,21,108,12,74,16,30,70,45,61,80
0,15,11,108,11,72,15,31,77,44,46,44
0,14,12,108,11,71,14,31,80,45,50,48
0,14,4,108,10,66,14,33,106,38,60,18
0,13,1,108,10,64,13,35,105,48,60,4
0,13,0,107,10,63,13,37,98,53,65,2
0,12,0,107,10,60,12,39,107,42,60,0
0,12,0,107,10,60,12,41,109,50,67,0
0,11,0,107,10,59,11,43,109,59,70,0
0,11,0,106,10,59,11,45,100,50,64,0
0,11,0,106,10,57,11,46,108,61,68,0
0,10,0,106,10,56,10,47,111,58,63,0
0,10,0,105,10,58,10,49,102,49,72,0
0,10,0,105,10,58,10,50,114,24,65,0
0,9,0,105,10,58,9,52,116,13,44,0
0,9,0,104,10,59,9,53,110,41,53,0
0,9,0,105,10,59,9,53,108,19,57,0
0,8,0,104,10,58,8,53,106,28,61,2
0,8,3,104,10,63,8,55,90,31,56,15
0,8,12,104,11,65,8,55,69,45,59,59
0,8,22,104,12,75,8,55,69,43,61,80
0,8,22,104,12,75,8,55,59,51,67,80
0,7,32,104,12,80,7,54,54,50,62,101
0,7,27,104,12,80,7,53,53,51,68,86
0,7,14,104,11,77,7,52,43,44,67,46
0,7,4,106,10,76,7,52,59,31,68,16
0,7,3,106,10,71,7,51,92,25,63,12
0,7,1,105,10,66,7,52,107,12,56,8
0,7,1,106,10,65,7,53,122,7,68,6
0,7,0,106,10,65,7,53,126,5,68,0
0,7,0,106,10,65,7,52,127,0,50,0
0,7,0,106,10,65,7,52,127,3,14,0
0,7,0,106,10,64,7,52,127,3,26,0
0,6,0,105,10,65,6,52,127,5,32,0
0,6,0,106,10,65,6,52,127,5,26,0
0,6,0,106,10,64,6,51,127,12,20,0
0,6,0,105,10,65,6,50,127,16,11,0
0,6,0,105,10,63,6,50,127,26,7,0
0,6,0,104,10,63,6,50,127,23,7,0
0,6,0,104,10,62,6,51,127,21,17,0
0,6,0,104,10,64,6,52,127,11,58,0
0,6,0,104,10,62,6,54,127,15,24,1
0,5,1,104,11,63,5,55,127,9,42,9
0,5,3,104,11,70,5,56,117,14,64,15
0,5,3,104,11,71,5,56,115,18,52,15
0,5,12,104,12,74,5,57,98,38,60,47
0,5,19,104,12,78,5,56,79,35,63,62
1,5,28,104,11,80,5,56,69,30,62,88
0,5,21,104,12,74,5,57,103,38,60,78
0,5,32,104,12,78,5,57,84,41,59,107
0,5,24,104,11,77,5,59,71,52,61,83
0,5,4,104,10,76,5,60,79,32,58,15
0,5,2,104,10,75,5,61,73,23,59,6
0,5,0,103,10,72,5,62,84,16,56,1
0,5,0,103,10,66,5,64,100,30,7,0
0,5,0,103,10,64,5,66,102,35,8,0
0,5,0,103,10,63,5,67,104,39,9,0
0,4,0,103,10,63,4,67,103,40,9,0
0,4,0,103,10,62,4,68,102,32,8,0
0,4,0,103,10,63,4,68,103,30,4,0
0,4,0,103,10,64,4,69,94,39,9,0
