Precipitation_mm_hr,Stream_Discharge_mm_hr,Evapotranspiration_mm_hr,Soil_mm,Snow_mm,Air_Temperature_celsius,streamflow_cfs,Air_Pressure,Relative_Humidity,Wind_Speed,Wind_Direction,Solar_Radiation
0.006211180510011211,0.01819514924653171,0.0007524812306994315,0.7346278317152104,0.4216623505427296,0.3425361581671016,0.01819514924653165,0.6844143301516302,0.5170670740174976,0.04931912791928314,0.4026400781945943,0.0
0.04347826357007848,0.017616300383969722,0.00014196161815112105,0.7357065803667746,0.43288886440024243,0.30757662877615105,0.017616300383969656,0.6939045976766366,0.9066796278294681,0.0626543427644112,0.44351321266301974,0.0
0.06832298561012333,0.017114631369749354,3.624994252458588e-06,0.7335490830636463,0.4357815857623009,0.30417975142642306,0.017114631369749268,0.6825711160737393,0.9411192889876406,0.001058350384533973,0.29522357503490315,0.0
0.006211180510011211,0.018503868639898117,5.151195303309503e-05,0.7367853290183388,0.43950079894209043,0.3121765668539077,0.018503868639898075,0.6677949371022233,0.9500069434800722,0.02794045015169689,0.40422100656771065,0.0
0.018633541530033635,0.01879329307117911,2.5848159366500926e-05,0.7367853290183388,0.4419802743952834,0.31677650493166437,0.018793293071179024,0.6557607294862443,0.9566726843493959,0.012417977845198616,0.4834045833928889,0.0
0.06832298561012333,0.018214444208617123,4.704236339387874e-06,0.7313915857605179,0.45210479916248825,0.31813879428546155,0.018214444208617026,0.6547401068150166,0.9600055547840578,0.0019755873844634164,0.5512762206716131,0.0
0.10559006867019059,0.016516487545101953,0.00010722702792055149,0.7313915857605179,0.4625048212022701,0.32033261090716086,0.016516487545101894,0.6557607294862443,0.9700041660880433,0.0071967826148310165,0.7948402540458052,0.0008925373134328359
0.10559006867019059,0.014683466146989019,0.0007662986841911631,0.7357065803667746,0.48178963028266014,0.32785174045733995,0.014683466146988927,0.6475195822454305,0.9755589501458131,0.004445071615042687,0.39241818515197857,0.0069114427860696515
0.10559006867019059,0.015011480502440793,0.0023106462175433292,0.7357065803667746,0.49859496390985725,0.3306293953735238,0.015011480502440729,0.6434066252121214,0.9700041660880433,0.061948775841388554,0.5947337038047678,0.020368159203980097
0.08074534663014575,0.01802149458776311,0.0048764029952078425,0.7335490830636463,0.5119565816298418,0.3351408731036313,0.018021494587763063,0.6333070307192189,0.953339813914734,0.024271502151979114,0.5934343106213843,0.04282587064676617
0.08074534663014575,0.019468616744168075,0.006228812472685161,0.7313915857605179,0.5280042977574522,0.34244769781945245,0.019468616744168003,0.6217907510259528,0.9377864185529788,0.034572779228109786,0.44270470134891454,0.05317412935323383
0.08695652714015696,0.019873810947961465,0.008167612384529638,0.7346278317152104,0.5406082979778499,0.35341678092794904,0.01987381094796141,0.601865759175702,0.9455631162338564,0.034572779228109786,0.4573589689170713,0.06741293532338309
0.09316770765016817,0.019680861327107477,0.007024206554511438,0.7357065803667746,0.5562427681965948,0.3679419700119422,0.019680861327107443,0.5868153830686315,0.9611165115956117,0.022578141536724758,0.5143878919655632,0.0553134328358209
0.06832298561012333,0.020336890038011052,0.007428318522999414,0.7324703344120821,0.5716017411427626,0.37135653943119995,0.020336890038010945,0.5662201315536927,0.9211220663796695,0.02116700769067946,0.2945089087840423,0.05751243781094527
0.03726708306006727,0.020279005151754854,0.005784425400735042,0.7335490830636463,0.5771805609124468,0.3754257154230616,0.020279005151754816,0.5425325456766726,0.9300097208721011,0.02864601707471954,0.3497186813757975,0.04396019900497512
0.0,0.019970285758388467,0.004814966494460021,0.7303128371089538,0.5937792715852112,0.3829802291123004,0.01997028575838839,0.5209014383163082,0.9411192889876406,0.10858674945318562,0.5366219531034563,0.035144278606965174
0.0,0.019700156289192867,0.0021151120176979323,0.737864077669903,0.5983249765827319,0.3746472643637489,0.01970015628919282,0.5044191438346762,0.9733370365227051,0.1675015875255768,0.5522868598142445,0.01583084577114428
0.0,0.01923707719914328,0.0012988122439385338,0.7335490830636463,0.6129952063474572,0.3738688133044362,0.019237077199143186,0.4848445149909652,0.9822246910151369,0.21562125167572144,0.5700452333204838,0.009701492537313432
0.0,0.019063422540374686,3.6977846282939555e-05,0.7324703344120821,0.6288362995206347,0.37434649918174173,0.019063422540374596,0.4755827450789215,1.0,0.3196218161292599,0.18234962050500195,0.00028656716417910444
0.0,0.01921778223705789,2.258923041013152e-05,0.7335490830636463,0.6490853490550442,0.36311203503029765,0.01921778223705781,0.453951637718557,0.9933342591306764,0.5667819092640937,0.12687996927657008,2.2885572139303482e-05
0.0,0.018928357805776896,5.725837093717175e-05,0.7313915857605179,0.6634112072290484,0.3588836304126675,0.018928357805776858,0.44261815611566196,0.9800027773920289,0.4576307062724899,0.4647943854664317,0.0
0.0,0.0186003434503251,0.00023640602991808067,0.7357065803667746,0.6705052619979062,0.35127604051483924,0.01860034345032506,0.4385051990823529,0.9144563255103457,0.4315952868129542,0.5192967106583448,0.0
0.0,0.018349508943214913,0.0001843121657593715,0.7346278317152104,0.6705052619979062,0.34656995001990354,0.018349508943214864,0.4446898678065133,0.933342591306763,0.5427926338813236,0.5009608290706018,0.0
0.0,0.01807937947401931,0.0001769429564532661,0.7292340884573895,0.6732602347236762,0.32993940466186034,0.018079379474019292,0.4436387787868897,0.9322316344952091,0.6213927891060468,0.4917206997665424,0.0
0.006211180510011211,0.017867134891079932,0.00019104206636555145,0.7292340884573895,0.6751887156317152,0.3145649962404352,0.017867134891079852,0.4589938183779104,0.9222330231912235,0.6355746842588019,0.5100565813542853,0.0
0.012422361020022423,0.017732070156482118,0.00017727498970491272,0.7324703344120821,0.6751887156317152,0.2917422265469503,0.017732070156482017,0.46741776370909527,0.9189001527565617,0.4610174275029986,0.5263711846567654,0.0
0.018633541530033635,0.017481235649371936,0.0001912093737145996,0.7303128371089538,0.6751887156317152,0.2850192401256137,0.017481235649371825,0.4875407868239129,0.9111234550756839,0.5370775418048402,0.4976401576019555,0.0
0.018633541530033635,0.01726899106643253,0.00023614679645099756,0.7303128371089538,0.6762218304038788,0.27617320536069706,0.01726899106643248,0.5124774929851234,0.8855714484099431,0.5020108657306146,0.4872450121348886,0.0
0.018633541530033635,0.017133926331834744,0.00027435587242733014,0.7292340884573895,0.6801476665381013,0.2671502499004821,0.017133926331834644,0.5316103597771069,0.8589084849326483,0.38763846750864317,0.4907822491340989,0.0
0.024844722040044846,0.016998861597236955,0.00027786878975435676,0.7281553398058254,0.6812496556284093,0.2625503118227255,0.016998861597236906,0.5597307993455821,0.8533537008748785,0.36167360474140975,0.5140991379248114,0.0
0.024844722040044846,0.016805911976382946,0.0007476957937225187,0.7303128371089538,0.6812496556284093,0.25918881861205717,0.016805911976382846,0.5878207725656613,0.8344674350784612,0.2973259013617442,0.5179973174749615,0.005125373134328358
0.04347826357007848,0.016612962355528955,0.0076045507917079265,0.7292340884573895,0.6811119069921208,0.2590118979167588,0.01661296235552888,0.6011345668142244,0.7699208443271769,0.3658364495872433,0.48507935682924963,0.0826865671641791
0.05590062459010091,0.016593667393443565,0.02248141898796885,0.7292340884573895,0.6815251529009863,0.2828961917820337,0.0165936673934435,0.6203588326513935,0.6619358422441327,0.42538629789035487,0.5284646514522163,0.23114427860696518
1.0,0.016362127848418773,0.0616762065077459,0.7292340884573895,0.6849688688081987,0.3237825644654784,0.016362127848418687,0.6400248605402901,0.4807387862796833,0.4454243985041981,0.4943194861333091,0.5569154228855722
0.0,0.016265653037991767,0.08752164336910016,0.7292340884573895,0.6830403879001598,0.3628997301959397,0.0162656530379917,0.6591577273322736,0.3851965004860436,0.4399915331969237,0.488544405318272,0.6911442786069651
0.0,0.01616917822756476,0.10360428840265097,0.7292340884573895,0.6829026392638712,0.3786456720774913,0.01616917822756472,0.6662411533340847,0.2952089987501736,0.3457277922810979,0.5073856064773308,0.7749253731343283
0.0,0.016188473189650176,0.11949647056779417,0.7335490830636463,0.6890324535787096,0.40988986686717677,0.016188473189650096,0.6734769110778687,0.26254686849048736,0.4059126508149298,0.4791598989938366,0.8019900497512438
0.0,0.016111293341308563,0.12330186351165495,0.7303128371089538,0.6914430547137582,0.4315980361802822,0.01611129334130849,0.6755333895945221,0.25699208443271765,0.4510689338883793,0.502548976294737,0.7667661691542289
0.0,0.016111293341308563,0.10901071947622909,0.7270765911542612,0.6914430547137582,0.43292494139501964,0.01611129334130849,0.6796463466278312,0.22832939869462573,0.35482960558809,0.4922260193378582,0.6724378109452736
0.0,0.01614988326547937,0.04325110874087718,0.7292340884573895,0.6914430547137582,0.42793577778760666,0.01614988326547934,0.6858157821777957,0.3015414525760311,0.3653425527411275,0.5475946066520269,0.26228855721393035
0.0,0.016130588303393978,0.013019979379545589,0.7270765911542612,0.6941980274395283,0.42567119288778804,0.016130588303393867,0.6939502971992283,0.31976114428551594,0.30536936428420236,0.5434798615713129,0.06891542288557215
0.0,0.016053408455052365,0.005399745265646831,0.7313915857605179,0.6961265083475674,0.41655977707992387,0.01605340845505236,0.7070812933574203,0.36431051242882934,0.10964509983771961,0.49713483803063974,0.02443781094527363
0.0,0.01593763868253997,0.0022468117435214996,0.7303128371089538,0.6963331313020001,0.40327303286301913,0.0159376386825399,0.7258637971428642,0.4809609776419942,0.11437239822197136,0.41606714108955567,0.006063681592039801
0.0,0.01580257394794218,0.00086701682836744,0.7281553398058254,0.6964020056201443,0.367004290326861,0.015802573947942163,0.7474949045032309,0.6631578947368422,0.17138220560220135,0.19572615144283176,0.0
0.0,0.015706099137515174,0.0008166100095608683,0.7346278317152104,0.6964020056201443,0.35193064708744304,0.015706099137515084,0.7649978216560883,0.6669351478961255,0.17914344175545052,0.2457600078541099,0.0
0.0,0.015571034402917386,0.0007795453528433644,0.7292340884573895,0.6964020056201443,0.3504798973859967,0.015571034402917346,0.7773671591044112,0.6770448548812665,0.17039441190996965,0.2768660368941038,0.0
0.0,0.015493854554575795,0.0006878465992494754,0.7292340884573895,0.6964020056201443,0.323499491353001,0.015493854554575739,0.7804290271180966,0.6873767532287183,0.18126014252451844,0.46358883734629264,0.0
0.0,0.015493854554575795,0.0007982823833513697,0.7281553398058254,0.696884125847154,0.3320978371445,0.015493854554575739,0.7788295438273642,0.6498264129981948,0.1829535031397728,0.19585609076117005,0.0
0.0,0.015358789819977984,0.0006580934775032246,0.7281553398058254,0.7007410876632321,0.3166349683754257,0.015358789819977904,0.7866441621906507,0.698264129981947,0.20031044944612997,0.06702847547972875,0.0
0.0,0.015339494857892592,0.0006466455758453629,0.7303128371089538,0.7041159292523004,0.31943031536113936,0.015339494857892528,0.7927831313922195,0.7068184974309124,0.2004515628307345,0.13439479318713718,0.0
0.0,0.015243020047465587,0.0006817831154815739,0.7270765911542612,0.7067331533417819,0.3139457738068911,0.015243020047465543,0.7981909082323105,0.6879322316344951,0.21540958159881465,0.07800112902829934,0.0
0.0,0.015243020047465587,0.0006542127115966796,0.7259978425026969,0.7071463992506474,0.3035959131319386,0.015243020047465543,0.8083057358994111,0.6767115678378004,0.17653284414026668,0.06767817207142043,0.0
0.0,0.01512725027495319,0.0005736503885725195,0.7270765911542612,0.7071463992506474,0.2935998938475828,0.015127250274953184,0.8155262604689971,0.70615192334398,0.18027234883228677,0.21297198652673646,0.0
0.0,0.01512725027495319,0.0005493862836647036,0.7259978425026969,0.7071463992506474,0.2943960369764253,0.015127250274953184,0.8186185948310785,0.7062630190251354,0.14407676568122485,0.1485293034819406,0.0
0.0,0.01506936538869699,0.001605840852072769,0.7259978425026969,0.7071463992506474,0.30203901101331326,0.015069365388696956,0.8303024394405154,0.6596028329398694,0.19113807944683553,0.30959630741332683,0.009054726368159204
0.0,0.015030775464526209,0.009895856009479807,0.7259978425026969,0.7102457435671388,0.3084435401831129,0.015030775464526107,0.8322522857377875,0.7028190529093181,0.08156353630141819,0.2599739255101201,0.09134328358208955
0.0,0.014953595616184595,0.028367285171220336,0.7270765911542612,0.7118298528844564,0.36475739749657216,0.0149535956161845,0.8361824446807278,0.3980835995000694,0.12340365483666127,0.4424881358183506,0.21582089552238806
0.0,0.014915005692013813,0.07248249243114485,0.7259978425026969,0.7115543556118795,0.39957539033128403,0.014915005692013745,0.8335318723703717,0.29631995556172747,0.20722500529175192,0.5439851811426286,0.4999004975124378
0.0,0.014876415767843005,0.09032193241317055,0.7281553398058254,0.7115543556118795,0.4277588570923084,0.014876415767842991,0.8322218193893917,0.24366060269407028,0.23008537359768574,0.4990839278057148,0.565771144278607
0.0,0.014857120805757613,0.12506212174057563,0.7259978425026969,0.7115543556118795,0.46381529479410855,0.014857120805757516,0.8277584993495429,0.25688098875156223,0.3424116277428914,0.5421804683879295,0.6948258706467662
0.0,0.014837825843672197,0.14034187348318813,0.7259978425026969,0.7114854812937351,0.46776062629926135,0.014837825843672138,0.8236455423162339,0.18744618802944032,0.3387426797431736,0.5687458401371005,0.7694527363184079
0.0,0.015107955312867799,0.14224544472839368,0.7259978425026969,0.7123808474296103,0.4791720111460038,0.01510795531286771,0.8133174502103686,0.20122205249270936,0.38396951950892544,0.5753871830743932,0.7493532338308458
0.0,0.015706099137515174,0.1272221332294973,0.7259978425026969,0.7124497217477547,0.4864080675837056,0.015706099137515084,0.8072394137055917,0.17655881127621162,0.32935863966697243,0.5706949299121755,0.6510447761194029
0.0,0.016111293341308563,0.05218360682383539,0.7259978425026969,0.7115543556118795,0.4879118934937414,0.01611129334130849,0.7971702855610828,0.21477572559366753,0.3219501869752346,0.6406455962843131,0.2551243781094527
0.0,0.016381422810504163,0.027574523245069232,0.7259978425026969,0.7153424431098131,0.4884072714405768,0.016381422810504063,0.7896907970301403,0.2496597694764616,0.24151555775065264,0.6581874042599885,0.12746268656716417
0.0,0.016593667393443565,0.016218989081923364,0.7227615965480044,0.7163066835638328,0.48193197399265775,0.0165936673934435,0.7887006407073063,0.2427718372448271,0.14901573414238342,0.7018614529237069,0.07148258706467663
